Dataset,feature_name,OoD Val Fold,OoD Test Fold,tpr,tnr,ba,bias,k,batch_size
OfficeHome,rabanser,Art,Art,0.7166666666666667,0.6296296296296297,0.6731481481481482,Unbiased,0,8
OfficeHome,rabanser,Art,Art,0.7166666666666667,0.4444444444444444,0.5805555555555555,Class,0,8
OfficeHome,rabanser,Art,Art,0.7166666666666667,0.37037037037037035,0.5435185185185185,Synthetic,0,8
OfficeHome,rabanser,Art,Art,0.7166666666666667,0.40740740740740744,0.5620370370370371,Temporal,0,8
OfficeHome,rabanser,Art,Clipart,0.8703703703703703,0.6296296296296297,0.75,Unbiased,0,8
OfficeHome,rabanser,Art,Clipart,0.8703703703703703,0.4444444444444444,0.6574074074074074,Class,0,8
OfficeHome,rabanser,Art,Clipart,0.8703703703703703,0.37037037037037035,0.6203703703703703,Synthetic,0,8
OfficeHome,rabanser,Art,Clipart,0.8703703703703703,0.40740740740740744,0.6388888888888888,Temporal,0,8
OfficeHome,rabanser,Art,Product,0.7037037037037037,0.6296296296296297,0.6666666666666667,Unbiased,0,8
OfficeHome,rabanser,Art,Product,0.7037037037037037,0.4444444444444444,0.5740740740740741,Class,0,8
OfficeHome,rabanser,Art,Product,0.7037037037037037,0.37037037037037035,0.537037037037037,Synthetic,0,8
OfficeHome,rabanser,Art,Product,0.7037037037037037,0.40740740740740744,0.5555555555555556,Temporal,0,8
OfficeHome,rabanser,Clipart,Art,0.7166666666666667,0.6296296296296297,0.6731481481481482,Unbiased,0,8
OfficeHome,rabanser,Clipart,Art,0.7166666666666667,0.4444444444444444,0.5805555555555555,Class,0,8
OfficeHome,rabanser,Clipart,Art,0.7166666666666667,0.37037037037037035,0.5435185185185185,Synthetic,0,8
OfficeHome,rabanser,Clipart,Art,0.7166666666666667,0.40740740740740744,0.5620370370370371,Temporal,0,8
OfficeHome,rabanser,Clipart,Clipart,0.8703703703703703,0.6296296296296297,0.75,Unbiased,0,8
OfficeHome,rabanser,Clipart,Clipart,0.8703703703703703,0.4444444444444444,0.6574074074074074,Class,0,8
OfficeHome,rabanser,Clipart,Clipart,0.8703703703703703,0.37037037037037035,0.6203703703703703,Synthetic,0,8
OfficeHome,rabanser,Clipart,Clipart,0.8703703703703703,0.40740740740740744,0.6388888888888888,Temporal,0,8
OfficeHome,rabanser,Clipart,Product,0.7037037037037037,0.6296296296296297,0.6666666666666667,Unbiased,0,8
OfficeHome,rabanser,Clipart,Product,0.7037037037037037,0.4444444444444444,0.5740740740740741,Class,0,8
OfficeHome,rabanser,Clipart,Product,0.7037037037037037,0.37037037037037035,0.537037037037037,Synthetic,0,8
OfficeHome,rabanser,Clipart,Product,0.7037037037037037,0.40740740740740744,0.5555555555555556,Temporal,0,8
OfficeHome,rabanser,Product,Art,0.4166666666666667,0.8518518518518519,0.6342592592592593,Unbiased,0,8
OfficeHome,rabanser,Product,Art,0.4166666666666667,0.7407407407407407,0.5787037037037037,Class,0,8
OfficeHome,rabanser,Product,Art,0.4166666666666667,0.5555555555555556,0.48611111111111116,Synthetic,0,8
OfficeHome,rabanser,Product,Art,0.4166666666666667,0.7777777777777778,0.5972222222222222,Temporal,0,8
OfficeHome,rabanser,Product,Clipart,0.6388888888888888,0.8518518518518519,0.7453703703703703,Unbiased,0,8
OfficeHome,rabanser,Product,Clipart,0.6388888888888888,0.7407407407407407,0.6898148148148148,Class,0,8
OfficeHome,rabanser,Product,Clipart,0.6388888888888888,0.5555555555555556,0.5972222222222222,Synthetic,0,8
OfficeHome,rabanser,Product,Clipart,0.6388888888888888,0.7777777777777778,0.7083333333333333,Temporal,0,8
OfficeHome,rabanser,Product,Product,0.5092592592592593,0.8518518518518519,0.6805555555555556,Unbiased,0,8
OfficeHome,rabanser,Product,Product,0.5092592592592593,0.7407407407407407,0.625,Class,0,8
OfficeHome,rabanser,Product,Product,0.5092592592592593,0.5555555555555556,0.5324074074074074,Synthetic,0,8
OfficeHome,rabanser,Product,Product,0.5092592592592593,0.7777777777777778,0.6435185185185186,Temporal,0,8
OfficeHome,rabanser,Art,Art,0.7666666666666667,0.5925925925925926,0.6796296296296296,Unbiased,5,8
OfficeHome,rabanser,Art,Art,0.7666666666666667,0.40740740740740744,0.587037037037037,Class,5,8
OfficeHome,rabanser,Art,Art,0.7666666666666667,0.11111111111111116,0.43888888888888894,Synthetic,5,8
OfficeHome,rabanser,Art,Art,0.7666666666666667,0.5925925925925926,0.6796296296296296,Temporal,5,8
OfficeHome,rabanser,Art,Clipart,0.9907407407407407,0.5925925925925926,0.7916666666666666,Unbiased,5,8
OfficeHome,rabanser,Art,Clipart,0.9907407407407407,0.40740740740740744,0.6990740740740741,Class,5,8
OfficeHome,rabanser,Art,Clipart,0.9907407407407407,0.11111111111111116,0.5509259259259259,Synthetic,5,8
OfficeHome,rabanser,Art,Clipart,0.9907407407407407,0.5925925925925926,0.7916666666666666,Temporal,5,8
OfficeHome,rabanser,Art,Product,0.7407407407407407,0.5925925925925926,0.6666666666666666,Unbiased,5,8
OfficeHome,rabanser,Art,Product,0.7407407407407407,0.40740740740740744,0.5740740740740741,Class,5,8
OfficeHome,rabanser,Art,Product,0.7407407407407407,0.11111111111111116,0.42592592592592593,Synthetic,5,8
OfficeHome,rabanser,Art,Product,0.7407407407407407,0.5925925925925926,0.6666666666666666,Temporal,5,8
OfficeHome,rabanser,Clipart,Art,0.2,1.0,0.6,Unbiased,5,8
OfficeHome,rabanser,Clipart,Art,0.2,0.962962962962963,0.5814814814814815,Class,5,8
OfficeHome,rabanser,Clipart,Art,0.2,0.5185185185185186,0.3592592592592593,Synthetic,5,8
OfficeHome,rabanser,Clipart,Art,0.2,1.0,0.6,Temporal,5,8
OfficeHome,rabanser,Clipart,Clipart,0.9351851851851852,1.0,0.9675925925925926,Unbiased,5,8
OfficeHome,rabanser,Clipart,Clipart,0.9351851851851852,0.962962962962963,0.9490740740740742,Class,5,8
OfficeHome,rabanser,Clipart,Clipart,0.9351851851851852,0.5185185185185186,0.7268518518518519,Synthetic,5,8
OfficeHome,rabanser,Clipart,Clipart,0.9351851851851852,1.0,0.9675925925925926,Temporal,5,8
OfficeHome,rabanser,Clipart,Product,0.3611111111111111,1.0,0.6805555555555556,Unbiased,5,8
OfficeHome,rabanser,Clipart,Product,0.3611111111111111,0.962962962962963,0.6620370370370371,Class,5,8
OfficeHome,rabanser,Clipart,Product,0.3611111111111111,0.5185185185185186,0.4398148148148149,Synthetic,5,8
OfficeHome,rabanser,Clipart,Product,0.3611111111111111,1.0,0.6805555555555556,Temporal,5,8
OfficeHome,rabanser,Product,Art,0.8166666666666667,0.0,0.4083333333333333,Unbiased,5,8
OfficeHome,rabanser,Product,Art,0.8166666666666667,0.03703703703703709,0.42685185185185187,Class,5,8
OfficeHome,rabanser,Product,Art,0.8166666666666667,0.4444444444444444,0.6305555555555555,Synthetic,5,8
OfficeHome,rabanser,Product,Art,0.8166666666666667,0.0,0.4083333333333333,Temporal,5,8
OfficeHome,rabanser,Product,Clipart,0.06481481481481481,0.0,0.032407407407407406,Unbiased,5,8
OfficeHome,rabanser,Product,Clipart,0.06481481481481481,0.03703703703703709,0.05092592592592595,Class,5,8
OfficeHome,rabanser,Product,Clipart,0.06481481481481481,0.4444444444444444,0.2546296296296296,Synthetic,5,8
OfficeHome,rabanser,Product,Clipart,0.06481481481481481,0.0,0.032407407407407406,Temporal,5,8
OfficeHome,rabanser,Product,Product,0.6388888888888888,0.0,0.3194444444444444,Unbiased,5,8
OfficeHome,rabanser,Product,Product,0.6388888888888888,0.03703703703703709,0.33796296296296297,Class,5,8
OfficeHome,rabanser,Product,Product,0.6388888888888888,0.4444444444444444,0.5416666666666666,Synthetic,5,8
OfficeHome,rabanser,Product,Product,0.6388888888888888,0.0,0.3194444444444444,Temporal,5,8
Office31,rabanser,webcam,webcam,0.8826530612244898,0.8235294117647058,0.8530912364945978,Unbiased,0,8
Office31,rabanser,webcam,webcam,0.8826530612244898,0.7647058823529411,0.8236794717887155,Class,0,8
Office31,rabanser,webcam,webcam,0.8826530612244898,0.2941176470588235,0.5883853541416566,Synthetic,0,8
Office31,rabanser,webcam,webcam,0.8826530612244898,1.0,0.9413265306122449,Temporal,0,8
Office31,rabanser,webcam,dslr,0.9032258064516129,0.8235294117647058,0.8633776091081593,Unbiased,0,8
Office31,rabanser,webcam,dslr,0.9032258064516129,0.7647058823529411,0.8339658444022771,Class,0,8
Office31,rabanser,webcam,dslr,0.9032258064516129,0.2941176470588235,0.5986717267552182,Synthetic,0,8
Office31,rabanser,webcam,dslr,0.9032258064516129,1.0,0.9516129032258065,Temporal,0,8
Office31,rabanser,dslr,webcam,0.8979591836734694,0.8235294117647058,0.8607442977190876,Unbiased,0,8
Office31,rabanser,dslr,webcam,0.8979591836734694,0.7058823529411764,0.8019207683073228,Class,0,8
Office31,rabanser,dslr,webcam,0.8979591836734694,0.2941176470588235,0.5960384153661464,Synthetic,0,8
Office31,rabanser,dslr,webcam,0.8979591836734694,0.8823529411764706,0.89015606242497,Temporal,0,8
Office31,rabanser,dslr,dslr,0.9354838709677419,0.8235294117647058,0.8795066413662238,Unbiased,0,8
Office31,rabanser,dslr,dslr,0.9354838709677419,0.7058823529411764,0.8206831119544591,Class,0,8
Office31,rabanser,dslr,dslr,0.9354838709677419,0.2941176470588235,0.6148007590132827,Synthetic,0,8
Office31,rabanser,dslr,dslr,0.9354838709677419,0.8823529411764706,0.9089184060721063,Temporal,0,8
Office31,rabanser,dslr,dslr,0.9919354838709677,1.0,0.9959677419354839,Unbiased,5,8
Office31,rabanser,dslr,dslr,0.9919354838709677,1.0,0.9959677419354839,Class,5,8
Office31,rabanser,dslr,dslr,0.9919354838709677,1.0,0.9959677419354839,Synthetic,5,8
Office31,rabanser,dslr,dslr,0.9919354838709677,1.0,0.9959677419354839,Temporal,5,8
Office31,rabanser,dslr,webcam,0.9693877551020408,1.0,0.9846938775510203,Unbiased,5,8
Office31,rabanser,dslr,webcam,0.9693877551020408,1.0,0.9846938775510203,Class,5,8
Office31,rabanser,dslr,webcam,0.9693877551020408,1.0,0.9846938775510203,Synthetic,5,8
Office31,rabanser,dslr,webcam,0.9693877551020408,1.0,0.9846938775510203,Temporal,5,8
Office31,rabanser,webcam,dslr,0.9919354838709677,1.0,0.9959677419354839,Unbiased,5,8
Office31,rabanser,webcam,dslr,0.9919354838709677,1.0,0.9959677419354839,Class,5,8
Office31,rabanser,webcam,dslr,0.9919354838709677,0.9411764705882353,0.9665559772296015,Synthetic,5,8
Office31,rabanser,webcam,dslr,0.9919354838709677,1.0,0.9959677419354839,Temporal,5,8
Office31,rabanser,webcam,webcam,0.9948979591836735,1.0,0.9974489795918368,Unbiased,5,8
Office31,rabanser,webcam,webcam,0.9948979591836735,1.0,0.9974489795918368,Class,5,8
Office31,rabanser,webcam,webcam,0.9948979591836735,0.9411764705882353,0.9680372148859544,Synthetic,5,8
Office31,rabanser,webcam,webcam,0.9948979591836735,1.0,0.9974489795918368,Temporal,5,8
NICO,rabanser,outdoor,outdoor,0.7480744544287549,0.4871794871794872,0.6176269708041211,Unbiased,0,8
NICO,rabanser,outdoor,outdoor,0.7480744544287549,0.34615384615384615,0.5471141502913005,Class,0,8
NICO,rabanser,outdoor,outdoor,0.7480744544287549,0.34615384615384615,0.5471141502913005,Synthetic,0,8
NICO,rabanser,outdoor,outdoor,0.7480744544287549,0.5256410256410257,0.6368577400348903,Temporal,0,8
NICO,rabanser,outdoor,water,0.7444253859348199,0.4871794871794872,0.6158024365571535,Unbiased,0,8
NICO,rabanser,outdoor,water,0.7444253859348199,0.34615384615384615,0.545289616044333,Class,0,8
NICO,rabanser,outdoor,water,0.7444253859348199,0.34615384615384615,0.545289616044333,Synthetic,0,8
NICO,rabanser,outdoor,water,0.7444253859348199,0.5256410256410257,0.6350332057879228,Temporal,0,8
NICO,rabanser,outdoor,rock,0.7742651136993899,0.4871794871794872,0.6307223004394386,Unbiased,0,8
NICO,rabanser,outdoor,rock,0.7742651136993899,0.34615384615384615,0.560209479926618,Class,0,8
NICO,rabanser,outdoor,rock,0.7742651136993899,0.34615384615384615,0.560209479926618,Synthetic,0,8
NICO,rabanser,outdoor,rock,0.7742651136993899,0.5256410256410257,0.6499530696702078,Temporal,0,8
NICO,rabanser,outdoor,grass,0.7737868696479543,0.4871794871794872,0.6304831784137208,Unbiased,0,8
NICO,rabanser,outdoor,grass,0.7737868696479543,0.34615384615384615,0.5599703579009002,Class,0,8
NICO,rabanser,outdoor,grass,0.7737868696479543,0.34615384615384615,0.5599703579009002,Synthetic,0,8
NICO,rabanser,outdoor,grass,0.7737868696479543,0.5256410256410257,0.64971394764449,Temporal,0,8
NICO,rabanser,outdoor,autumn,0.7596177407498163,0.4871794871794872,0.6233986139646517,Unbiased,0,8
NICO,rabanser,outdoor,autumn,0.7596177407498163,0.34615384615384615,0.5528857934518312,Class,0,8
NICO,rabanser,outdoor,autumn,0.7596177407498163,0.34615384615384615,0.5528857934518312,Synthetic,0,8
NICO,rabanser,outdoor,autumn,0.7596177407498163,0.5256410256410257,0.642629383195421,Temporal,0,8
NICO,rabanser,water,outdoor,0.5353016688061617,0.858974358974359,0.6971380138902603,Unbiased,0,8
NICO,rabanser,water,outdoor,0.5353016688061617,0.7307692307692308,0.6330354497876962,Class,0,8
NICO,rabanser,water,outdoor,0.5353016688061617,0.6025641025641026,0.5689328856851321,Synthetic,0,8
NICO,rabanser,water,outdoor,0.5353016688061617,0.8974358974358975,0.7163687831210296,Temporal,0,8
NICO,rabanser,water,water,0.5376133300661603,0.858974358974359,0.6982938445202597,Unbiased,0,8
NICO,rabanser,water,water,0.5376133300661603,0.7307692307692308,0.6341912804176956,Class,0,8
NICO,rabanser,water,water,0.5376133300661603,0.6025641025641026,0.5700887163151315,Synthetic,0,8
NICO,rabanser,water,water,0.5376133300661603,0.8974358974358975,0.7175246137510289,Temporal,0,8
NICO,rabanser,water,rock,0.5579589572933998,0.858974358974359,0.7084666581338794,Unbiased,0,8
NICO,rabanser,water,rock,0.5579589572933998,0.7307692307692308,0.6443640940313153,Class,0,8
NICO,rabanser,water,rock,0.5579589572933998,0.6025641025641026,0.5802615299287512,Synthetic,0,8
NICO,rabanser,water,rock,0.5579589572933998,0.8974358974358975,0.7276974273646486,Temporal,0,8
NICO,rabanser,water,grass,0.5782588011417698,0.858974358974359,0.7186165800580644,Unbiased,0,8
NICO,rabanser,water,grass,0.5782588011417698,0.7307692307692308,0.6545140159555003,Class,0,8
NICO,rabanser,water,grass,0.5782588011417698,0.6025641025641026,0.5904114518529362,Synthetic,0,8
NICO,rabanser,water,grass,0.5782588011417698,0.8974358974358975,0.7378473492888336,Temporal,0,8
NICO,rabanser,water,autumn,0.5589316344033325,0.858974358974359,0.7089529966888457,Unbiased,0,8
NICO,rabanser,water,autumn,0.5589316344033325,0.7307692307692308,0.6448504325862816,Class,0,8
NICO,rabanser,water,autumn,0.5589316344033325,0.6025641025641026,0.5807478684837175,Synthetic,0,8
NICO,rabanser,water,autumn,0.5589316344033325,0.8974358974358975,0.728183765919615,Temporal,0,8
NICO,rabanser,rock,outdoor,0.8135430038510911,0.34615384615384615,0.5798484250024687,Unbiased,0,8
NICO,rabanser,rock,outdoor,0.8135430038510911,0.2435897435897436,0.5285663737204174,Class,0,8
NICO,rabanser,rock,outdoor,0.8135430038510911,0.21794871794871795,0.5157458608999046,Synthetic,0,8
NICO,rabanser,rock,outdoor,0.8135430038510911,0.3846153846153846,0.5990791942332379,Temporal,0,8
NICO,rabanser,rock,water,0.8093604508698848,0.34615384615384615,0.5777571485118655,Unbiased,0,8
NICO,rabanser,rock,water,0.8093604508698848,0.2435897435897436,0.5264750972298142,Class,0,8
NICO,rabanser,rock,water,0.8093604508698848,0.21794871794871795,0.5136545844093015,Synthetic,0,8
NICO,rabanser,rock,water,0.8093604508698848,0.3846153846153846,0.5969879177426347,Temporal,0,8
NICO,rabanser,rock,rock,0.8338879645036051,0.34615384615384615,0.5900209053287256,Unbiased,0,8
NICO,rabanser,rock,rock,0.8338879645036051,0.2435897435897436,0.5387388540466744,Class,0,8
NICO,rabanser,rock,rock,0.8338879645036051,0.21794871794871795,0.5259183412261615,Synthetic,0,8
NICO,rabanser,rock,rock,0.8338879645036051,0.3846153846153846,0.6092516745594949,Temporal,0,8
NICO,rabanser,rock,grass,0.8375356803044719,0.34615384615384615,0.591844763229159,Unbiased,0,8
NICO,rabanser,rock,grass,0.8375356803044719,0.2435897435897436,0.5405627119471077,Class,0,8
NICO,rabanser,rock,grass,0.8375356803044719,0.21794871794871795,0.5277421991265949,Synthetic,0,8
NICO,rabanser,rock,grass,0.8375356803044719,0.3846153846153846,0.6110755324599282,Temporal,0,8
NICO,rabanser,rock,autumn,0.8245528056848812,0.34615384615384615,0.5853533259193637,Unbiased,0,8
NICO,rabanser,rock,autumn,0.8245528056848812,0.2435897435897436,0.5340712746373124,Class,0,8
NICO,rabanser,rock,autumn,0.8245528056848812,0.21794871794871795,0.5212507618167996,Synthetic,0,8
NICO,rabanser,rock,autumn,0.8245528056848812,0.3846153846153846,0.6045840951501329,Temporal,0,8
NICO,rabanser,grass,outdoor,0.8222079589216945,0.34615384615384615,0.5841809025377703,Unbiased,0,8
NICO,rabanser,grass,outdoor,0.8222079589216945,0.2435897435897436,0.5328988512557191,Class,0,8
NICO,rabanser,grass,outdoor,0.8222079589216945,0.21794871794871795,0.5200783384352062,Synthetic,0,8
NICO,rabanser,grass,outdoor,0.8222079589216945,0.3589743589743589,0.5905911589480267,Temporal,0,8
NICO,rabanser,grass,water,0.8152413624111737,0.34615384615384615,0.5806976042825099,Unbiased,0,8
NICO,rabanser,grass,water,0.8152413624111737,0.2435897435897436,0.5294155530004587,Class,0,8
NICO,rabanser,grass,water,0.8152413624111737,0.21794871794871795,0.5165950401799458,Synthetic,0,8
NICO,rabanser,grass,water,0.8152413624111737,0.3589743589743589,0.5871078606927663,Temporal,0,8
NICO,rabanser,grass,rock,0.8408208541320022,0.34615384615384615,0.5934873501429242,Unbiased,0,8
NICO,rabanser,grass,rock,0.8408208541320022,0.2435897435897436,0.542205298860873,Class,0,8
